OG0000174: Ga0061073_0012 Ga0070887_120195 Ga0072400_10870 Ga0072402_105733 Ga0072403_115220 Ga0072404_110561 Ga0133561_111220 Ga0133562_121075 Ga0133563_111107 Ga0133564_111312 Ga0225908_10827 Ga0226839_109142 Ga0226840_112138 Ga0226842_104838 Ga0226843_107593 Ga0226847_106925 Ga0226852_108551 Ga0227359_100976 Ga0307804_111363 Ga0311394_111505 Ga0312303_111659 Ga0312304_111447 H3R21_00050 H3R22_00400 H3R25_04110 H3T43_02215 H3T47_06110 H3T48_02600 H3U49_00380 LACWKB10_1221 LACWKB8_1254
OG0000881: Ga0061073_1194 Ga0070887_10314 Ga0072400_10290 Ga0072402_10363 Ga0072403_103113 Ga0072404_10525 Ga0133561_11192 Ga0133562_11197 Ga0133563_11136 Ga0133564_11177 Ga0225908_10340 Ga0226839_10290 Ga0226840_10425 Ga0226842_10267 Ga0226843_10369 Ga0226847_10376 Ga0226852_1033 Ga0227359_100396 Ga0307804_11193 Ga0311394_11217 Ga0312303_11887 Ga0312304_11218 H3R21_06035 H3R22_01855 H3R25_07065 H3T43_07075 H3T47_00890 H3T48_07700 H3U49_05245 LACWKB10_1577 LACWKB8_0186
OG0000882: Ga0061073_1195 Ga0070887_10313 Ga0072400_10289 Ga0072402_10362 Ga0072403_103112 Ga0072404_10524 Ga0133561_11191 Ga0133562_11196 Ga0133563_11135 Ga0133564_11176 Ga0225908_10339 Ga0226839_10289 Ga0226840_10424 Ga0226842_10266 Ga0226843_10368 Ga0226847_10375 Ga0226852_1032 Ga0227359_100395 Ga0307804_11192 Ga0311394_11216 Ga0312303_11888 Ga0312304_11217 H3R21_06030 H3R22_01850 H3R25_07070 H3T43_07070 H3T47_00895 H3T48_07695 H3U49_05240 LACWKB10_1578 LACWKB8_0185
OG0000883: Ga0061073_1196 Ga0070887_10312 Ga0072400_10288 Ga0072402_10361 Ga0072403_103111 Ga0072404_10523 Ga0133561_11190 Ga0133562_11195 Ga0133563_11134 Ga0133564_11175 Ga0225908_10338 Ga0226839_10288 Ga0226840_10423 Ga0226842_10265 Ga0226843_10367 Ga0226847_10374 Ga0226852_10268 Ga0227359_100394 Ga0307804_11191 Ga0311394_11215 Ga0312303_11889 Ga0312304_11216 H3R21_06025 H3R22_01845 H3R25_07075 H3T43_07065 H3T47_00900 H3T48_07690 H3U49_05235 LACWKB10_1579 LACWKB8_0184
OG0000884: Ga0061073_1197 Ga0070887_10311 Ga0072400_10287 Ga0072402_10360 Ga0072403_103110 Ga0072404_10522 Ga0133561_11189 Ga0133562_11194 Ga0133563_11133 Ga0133564_11174 Ga0225908_10337 Ga0226839_10287 Ga0226840_10422 Ga0226842_10264 Ga0226843_10366 Ga0226847_10373 Ga0226852_10267 Ga0227359_100393 Ga0307804_11190 Ga0311394_11214 Ga0312303_11890 Ga0312304_11215 H3R21_06020 H3R22_01840 H3R25_07080 H3T43_07060 H3T47_00905 H3T48_07685 H3U49_05230 LACWKB10_1580 LACWKB8_0183
OG0000885: Ga0061073_1198 Ga0070887_10310 Ga0072400_10286 Ga0072402_10359 Ga0072403_103109 Ga0072404_10521 Ga0133561_11188 Ga0133562_11193 Ga0133563_11132 Ga0133564_11173 Ga0225908_10336 Ga0226839_10286 Ga0226840_10421 Ga0226842_10263 Ga0226843_10365 Ga0226847_10372 Ga0226852_10266 Ga0227359_100390 Ga0307804_11189 Ga0311394_11213 Ga0312303_11891 Ga0312304_11214 H3R21_06015 H3R22_01835 H3R25_07085 H3T43_07055 H3T47_00910 H3T48_07680 H3U49_05225 LACWKB10_1581 LACWKB8_0182
OG0000886: Ga0061073_1199 Ga0070887_1039 Ga0072400_10285 Ga0072402_10358 Ga0072403_103108 Ga0072404_10520 Ga0133561_11187 Ga0133562_11192 Ga0133563_11131 Ga0133564_11172 Ga0225908_10335 Ga0226839_10285 Ga0226840_10420 Ga0226842_10262 Ga0226843_10364 Ga0226847_10371 Ga0226852_10265 Ga0227359_100389 Ga0307804_11188 Ga0311394_11212 Ga0312303_11892 Ga0312304_11213 H3R21_06010 H3R22_01830 H3R25_07090 H3T43_07050 H3T47_00915 H3T48_07675 H3U49_05220 LACWKB10_1582 LACWKB8_0181
OG0000887: Ga0061073_1200 Ga0070887_1038 Ga0072400_10284 Ga0072402_10357 Ga0072403_103107 Ga0072404_10519 Ga0133561_11186 Ga0133562_11191 Ga0133563_11130 Ga0133564_11171 Ga0225908_10334 Ga0226839_10284 Ga0226840_10419 Ga0226842_10261 Ga0226843_10363 Ga0226847_10370 Ga0226852_10264 Ga0227359_100388 Ga0307804_11187 Ga0311394_11211 Ga0312303_11893 Ga0312304_11212 H3R21_06005 H3R22_01825 H3R25_07095 H3T43_07045 H3T47_00920 H3T48_07670 H3U49_05215 LACWKB10_1583 LACWKB8_0180
OG0000888: Ga0061073_1201 Ga0070887_1037 Ga0072400_10283 Ga0072402_10356 Ga0072403_103106 Ga0072404_10518 Ga0133561_11185 Ga0133562_11190 Ga0133563_11129 Ga0133564_11170 Ga0225908_10333 Ga0226839_10283 Ga0226840_10418 Ga0226842_10260 Ga0226843_10362 Ga0226847_10369 Ga0226852_10263 Ga0227359_100387 Ga0307804_11186 Ga0311394_11210 Ga0312303_11894 Ga0312304_11211 H3R21_06000 H3R22_01820 H3R25_07100 H3T43_07040 H3T47_00925 H3T48_07665 H3U49_05210 LACWKB10_1584 LACWKB8_0179
OG0000889: Ga0061073_1202 Ga0070887_1034 Ga0072400_10281 Ga0072402_10355 Ga0072403_103103 Ga0072404_10515 Ga0133561_11183 Ga0133562_11187 Ga0133563_11128 Ga0133564_11167 Ga0225908_10330 Ga0226839_10280 Ga0226840_10415 Ga0226842_10259 Ga0226843_10361 Ga0226847_10368 Ga0226852_10262 Ga0227359_100384 Ga0307804_11184 Ga0311394_11207 Ga0312303_11896 Ga0312304_11209 H3R21_05995 H3R22_01805 H3R25_07105 H3T43_07025 H3T47_00935 H3T48_07660 H3U49_05195 LACWKB10_1587 LACWKB8_0175
OG0000890: Ga0061073_1203 Ga0070887_1032 Ga0072400_10274 Ga0072402_10353 Ga0072403_103101 Ga0072404_10513 Ga0133561_11176 Ga0133562_11185 Ga0133563_11126 Ga0133564_11165 Ga0225908_10328 Ga0226839_10278 Ga0226840_10413 Ga0226842_10257 Ga0226843_10359 Ga0226847_10366 Ga0226852_10260 Ga0227359_100382 Ga0307804_11183 Ga0311394_11206 Ga0312303_11898 Ga0312304_11208 H3R21_05990 H3R22_01800 H3R25_07110 H3T43_07020 H3T47_00965 H3T48_07655 H3U49_05190 LACWKB10_1588 LACWKB8_0169
OG0000891: Ga0061073_1205 Ga0070887_1031 Ga0072400_10273 Ga0072402_10351 Ga0072403_103100 Ga0072404_10512 Ga0133561_11175 Ga0133562_11184 Ga0133563_11124 Ga0133564_11164 Ga0225908_10327 Ga0226839_10277 Ga0226840_10412 Ga0226842_10255 Ga0226843_10358 Ga0226847_10365 Ga0226852_10259 Ga0227359_100381 Ga0307804_11182 Ga0311394_11205 Ga0312303_11899 Ga0312304_11207 H3R21_05980 H3R22_01795 H3R25_07120 H3T43_07015 H3T47_00970 H3T48_07645 H3U49_05180 LACWKB10_1589 LACWKB8_0168
OG0000894: Ga0061073_1219 Ga0070887_10262 Ga0072400_10259 Ga0072402_10339 Ga0072403_10374 Ga0072404_10459 Ga0133561_11158 Ga0133562_11164 Ga0133563_11112 Ga0133564_11146 Ga0225908_1037 Ga0226839_10260 Ga0226840_10363 Ga0226842_10241 Ga0226843_10333 Ga0226847_10340 Ga0226852_10238 Ga0227359_100361 Ga0307804_11169 Ga0311394_11190 Ga0312303_11913 Ga0312304_11185 H3R21_05910 H3R22_01700 H3R25_07190 H3T43_06920 H3T47_01050 H3T48_07575 H3U49_05055 LACWKB10_1617 LACWKB8_0152
OG0000896: Ga0061073_1221 Ga0070887_10260 Ga0072400_10257 Ga0072402_10332 Ga0072403_10372 Ga0072404_10457 Ga0133561_11156 Ga0133562_11162 Ga0133563_11110 Ga0133564_11144 Ga0225908_1035 Ga0226839_10258 Ga0226840_10361 Ga0226842_10239 Ga0226843_10331 Ga0226847_10338 Ga0226852_10236 Ga0227359_100359 Ga0307804_11167 Ga0311394_11184 Ga0312303_11915 Ga0312304_11183 H3R21_05875 H3R22_01690 H3R25_07200 H3T43_06910 H3T47_01060 H3T48_07565 H3U49_05045 LACWKB10_1619 LACWKB8_0150
OG0000897: Ga0061073_1222 Ga0070887_10259 Ga0072400_10256 Ga0072402_10331 Ga0072403_10371 Ga0072404_10456 Ga0133561_11155 Ga0133562_11161 Ga0133563_11109 Ga0133564_11143 Ga0225908_1034 Ga0226839_10257 Ga0226840_10360 Ga0226842_10238 Ga0226843_10330 Ga0226847_10337 Ga0226852_10235 Ga0227359_100358 Ga0307804_11166 Ga0311394_11183 Ga0312303_11916 Ga0312304_11182 H3R21_05870 H3R22_01685 H3R25_07205 H3T43_06905 H3T47_01065 H3T48_07560 H3U49_05040 LACWKB10_1620 LACWKB8_0149
OG0000898: Ga0061073_1223 Ga0070887_10258 Ga0072400_10255 Ga0072402_10330 Ga0072403_10370 Ga0072404_10455 Ga0133561_11154 Ga0133562_11160 Ga0133563_11108 Ga0133564_11142 Ga0225908_1033 Ga0226839_10256 Ga0226840_10359 Ga0226842_10237 Ga0226843_10329 Ga0226847_10336 Ga0226852_10234 Ga0227359_100357 Ga0307804_11165 Ga0311394_11182 Ga0312303_11917 Ga0312304_11181 H3R21_05865 H3R22_01680 H3R25_07210 H3T43_06900 H3T47_01070 H3T48_07555 H3U49_05035 LACWKB10_1621 LACWKB8_0148
OG0000899: Ga0061073_1224 Ga0070887_10257 Ga0072400_10254 Ga0072402_10329 Ga0072403_10369 Ga0072404_10454 Ga0133561_11153 Ga0133562_11159 Ga0133563_11107 Ga0133564_11141 Ga0225908_1032 Ga0226839_10255 Ga0226840_10358 Ga0226842_10236 Ga0226843_10328 Ga0226847_10335 Ga0226852_10233 Ga0227359_100356 Ga0307804_11164 Ga0311394_11181 Ga0312303_11918 Ga0312304_11180 H3R21_05860 H3R22_01675 H3R25_07215 H3T43_06895 H3T47_01075 H3T48_07550 H3U49_05030 LACWKB10_1622 LACWKB8_0147
OG0000900: Ga0061073_1225 Ga0070887_10256 Ga0072400_10253 Ga0072402_10328 Ga0072403_10368 Ga0072404_10453 Ga0133561_11152 Ga0133562_11158 Ga0133563_11106 Ga0133564_11140 Ga0225908_10244 Ga0226839_10254 Ga0226840_10357 Ga0226842_10235 Ga0226843_10326 Ga0226847_10333 Ga0226852_10232 Ga0227359_100355 Ga0307804_11163 Ga0311394_11180 Ga0312303_11919 Ga0312304_11179 H3R21_05855 H3R22_01670 H3R25_07220 H3T43_06890 H3T47_01080 H3T48_07545 H3U49_05025 LACWKB10_1623 LACWKB8_0146
OG0000901: Ga0061073_1226 Ga0070887_10254 Ga0072400_10251 Ga0072402_10326 Ga0072403_10366 Ga0072404_10451 Ga0133561_11150 Ga0133562_11156 Ga0133563_11104 Ga0133564_11138 Ga0225908_10242 Ga0226839_10252 Ga0226840_10355 Ga0226842_10233 Ga0226843_10324 Ga0226847_10331 Ga0226852_10230 Ga0227359_100353 Ga0307804_11161 Ga0311394_11178 Ga0312303_11921 Ga0312304_11177 H3R21_05850 H3R22_01665 H3R25_07225 H3T43_06885 H3T47_01085 H3T48_07540 H3U49_05020 LACWKB10_1624 LACWKB8_0145
OG0000902: Ga0061073_1227 Ga0070887_10253 Ga0072400_10250 Ga0072402_10325 Ga0072403_10365 Ga0072404_10450 Ga0133561_11149 Ga0133562_11155 Ga0133563_11103 Ga0133564_11137 Ga0225908_10241 Ga0226839_10251 Ga0226840_10354 Ga0226842_10232 Ga0226843_10323 Ga0226847_10330 Ga0226852_10229 Ga0227359_100352 Ga0307804_11160 Ga0311394_11177 Ga0312303_11922 Ga0312304_11176 H3R21_05845 H3R22_01660 H3R25_07230 H3T43_06880 H3T47_01090 H3T48_07535 H3U49_05015 LACWKB10_1626 LACWKB8_0144
OG0000903: Ga0061073_1231 Ga0070887_10251 Ga0072400_10245 Ga0072402_10321 Ga0072403_10360 Ga0072404_10447 Ga0133561_11144 Ga0133562_11153 Ga0133563_1199 Ga0133564_11135 Ga0225908_10239 Ga0226839_10249 Ga0226840_10352 Ga0226842_10230 Ga0226843_10322 Ga0226847_10329 Ga0226852_10228 Ga0227359_100347 Ga0307804_11155 Ga0311394_11174 Ga0312303_11926 Ga0312304_11171 H3R21_05825 H3R22_01650 H3R25_07250 H3T43_06855 H3T47_01095 H3T48_07515 H3U49_04990 LACWKB10_1631 LACWKB8_0143
OG0000904: Ga0061073_1232 Ga0070887_10250 Ga0072400_10244 Ga0072402_10320 Ga0072403_10359 Ga0072404_10446 Ga0133561_11143 Ga0133562_11152 Ga0133563_1198 Ga0133564_11134 Ga0225908_10238 Ga0226839_10248 Ga0226840_10351 Ga0226842_10229 Ga0226843_10321 Ga0226847_10328 Ga0226852_10227 Ga0227359_100346 Ga0307804_11154 Ga0311394_11173 Ga0312303_11927 Ga0312304_11170 H3R21_05820 H3R22_01645 H3R25_07255 H3T43_06850 H3T47_01100 H3T48_07510 H3U49_04985 LACWKB10_1632 LACWKB8_0142
OG0000905: Ga0061073_1233 Ga0070887_10249 Ga0072400_10243 Ga0072402_10319 Ga0072403_10358 Ga0072404_10445 Ga0133561_11142 Ga0133562_11151 Ga0133563_1197 Ga0133564_11133 Ga0225908_10237 Ga0226839_10247 Ga0226840_10350 Ga0226842_10228 Ga0226843_10320 Ga0226847_10327 Ga0226852_10226 Ga0227359_100345 Ga0307804_11153 Ga0311394_11172 Ga0312303_11928 Ga0312304_11169 H3R21_05815 H3R22_01640 H3R25_07260 H3T43_06845 H3T47_01105 H3T48_07505 H3U49_04980 LACWKB10_1633 LACWKB8_0141
OG0000906: Ga0061073_1234 Ga0070887_10248 Ga0072400_10242 Ga0072402_10318 Ga0072403_10357 Ga0072404_10444 Ga0133561_11141 Ga0133562_11150 Ga0133563_1196 Ga0133564_11132 Ga0225908_10236 Ga0226839_10246 Ga0226840_10349 Ga0226842_10227 Ga0226843_10319 Ga0226847_10326 Ga0226852_10225 Ga0227359_100344 Ga0307804_11152 Ga0311394_11171 Ga0312303_11929 Ga0312304_11168 H3R21_05810 H3R22_01635 H3R25_07265 H3T43_06840 H3T47_01110 H3T48_07500 H3U49_04975 LACWKB10_1634 LACWKB8_0140
OG0000907: Ga0061073_1235 Ga0070887_10247 Ga0072400_10241 Ga0072402_10317 Ga0072403_10356 Ga0072404_10443 Ga0133561_11140 Ga0133562_11149 Ga0133563_1195 Ga0133564_11131 Ga0225908_10235 Ga0226839_10245 Ga0226840_10348 Ga0226842_10226 Ga0226843_10318 Ga0226847_10325 Ga0226852_10224 Ga0227359_100343 Ga0307804_11151 Ga0311394_11170 Ga0312303_11930 Ga0312304_11167 H3R21_05805 H3R22_01630 H3R25_07270 H3T43_06835 H3T47_01115 H3T48_07495 H3U49_04970 LACWKB10_1635 LACWKB8_0139
OG0000908: Ga0061073_1236 Ga0070887_10246 Ga0072400_10240 Ga0072402_10316 Ga0072403_10355 Ga0072404_10442 Ga0133561_11139 Ga0133562_11148 Ga0133563_1194 Ga0133564_11130 Ga0225908_10234 Ga0226839_10244 Ga0226840_10347 Ga0226842_10225 Ga0226843_10317 Ga0226847_10324 Ga0226852_10223 Ga0227359_100342 Ga0307804_11150 Ga0311394_11169 Ga0312303_11931 Ga0312304_11166 H3R21_05800 H3R22_01625 H3R25_07275 H3T43_06830 H3T47_01120 H3T48_07490 H3U49_04965 LACWKB10_1636 LACWKB8_0138
OG0000909: Ga0061073_1237 Ga0070887_10245 Ga0072400_10239 Ga0072402_10315 Ga0072403_10354 Ga0072404_10441 Ga0133561_11138 Ga0133562_11147 Ga0133563_1193 Ga0133564_11129 Ga0225908_10233 Ga0226839_10243 Ga0226840_10346 Ga0226842_10223 Ga0226843_10316 Ga0226847_10323 Ga0226852_10222 Ga0227359_100341 Ga0307804_11149 Ga0311394_11168 Ga0312303_11932 Ga0312304_11165 H3R21_05795 H3R22_01620 H3R25_07280 H3T43_06825 H3T47_01125 H3T48_07485 H3U49_04960 LACWKB10_1637 LACWKB8_0137
OG0000911: Ga0061073_1279 Ga0070887_10115 Ga0072400_10115 Ga0072402_10121 Ga0072403_10121 Ga0072404_10115 Ga0133561_1115 Ga0133562_1115 Ga0133563_1117 Ga0133564_1115 Ga0225908_10115 Ga0226839_10115 Ga0226840_10115 Ga0226842_10117 Ga0226843_10115 Ga0226847_10115 Ga0226852_10115 Ga0227359_100297 Ga0307804_1117 Ga0311394_1117 Ga0312303_111036 Ga0312304_1117 H3R21_05440 H3R22_07175 H3R25_06345 H3T43_03985 H3T47_02045 H3T48_02280 H3U49_06920 LACWKB10_0627 LACWKB8_0015
OG0000912: Ga0061073_1280 Ga0070887_10114 Ga0072400_10114 Ga0072402_10120 Ga0072403_10120 Ga0072404_10114 Ga0133561_1114 Ga0133562_1114 Ga0133563_1116 Ga0133564_1114 Ga0225908_10114 Ga0226839_10114 Ga0226840_10114 Ga0226842_10116 Ga0226843_10114 Ga0226847_10114 Ga0226852_10114 Ga0227359_100298 Ga0307804_1116 Ga0311394_1116 Ga0312303_111037 Ga0312304_1116 H3R21_05435 H3R22_07180 H3R25_06340 H3T43_03980 H3T47_02040 H3T48_02275 H3U49_06915 LACWKB10_0626 LACWKB8_0014
OG0000913: Ga0061073_1282 Ga0070887_10112 Ga0072400_10112 Ga0072402_10118 Ga0072403_10118 Ga0072404_10112 Ga0133561_1112 Ga0133562_1112 Ga0133563_1114 Ga0133564_1112 Ga0225908_10112 Ga0226839_10112 Ga0226840_10112 Ga0226842_10114 Ga0226843_10112 Ga0226847_10112 Ga0226852_10112 Ga0227359_1002100 Ga0307804_1114 Ga0311394_1114 Ga0312303_111039 Ga0312304_1114 H3R21_05425 H3R22_07190 H3R25_06330 H3T43_03970 H3T47_02030 H3T48_02265 H3U49_06905 LACWKB10_0624 LACWKB8_0012
OG0000914: Ga0061073_1283 Ga0070887_10111 Ga0072400_10111 Ga0072402_10117 Ga0072403_10117 Ga0072404_10111 Ga0133561_1111 Ga0133562_1111 Ga0133563_1113 Ga0133564_1111 Ga0225908_10111 Ga0226839_10111 Ga0226840_10111 Ga0226842_10113 Ga0226843_10111 Ga0226847_10111 Ga0226852_10111 Ga0227359_1002101 Ga0307804_1113 Ga0311394_1113 Ga0312303_111040 Ga0312304_1113 H3R21_05420 H3R22_07195 H3R25_06325 H3T43_03965 H3T47_02025 H3T48_02260 H3U49_06900 LACWKB10_0623 LACWKB8_0011
OG0000918: Ga0061073_1290 Ga0070887_1016 Ga0072400_1016 Ga0072402_1016 Ga0072403_1016 Ga0072404_1016 Ga0133561_116 Ga0133562_116 Ga0133563_116 Ga0133564_116 Ga0225908_1016 Ga0226839_1016 Ga0226840_1016 Ga0226842_1016 Ga0226843_1016 Ga0226847_1016 Ga0226852_1016 Ga0227359_1002106 Ga0307804_116 Ga0311394_116 Ga0312303_111047 Ga0312304_116 H3R21_05365 H3R22_07220 H3R25_06270 H3T43_03940 H3T47_02000 H3T48_02225 H3U49_06845 LACWKB10_0612 LACWKB8_0006
OG0000919: Ga0061073_1291 Ga0070887_1015 Ga0072400_1015 Ga0072402_1015 Ga0072403_1015 Ga0072404_1015 Ga0133561_115 Ga0133562_115 Ga0133563_115 Ga0133564_115 Ga0225908_1015 Ga0226839_1015 Ga0226840_1015 Ga0226842_1015 Ga0226843_1015 Ga0226847_1015 Ga0226852_1015 Ga0227359_1002107 Ga0307804_115 Ga0311394_115 Ga0312303_111048 Ga0312304_115 H3R21_05360 H3R22_07225 H3R25_06265 H3T43_03935 H3T47_01995 H3T48_02220 H3U49_06840 LACWKB10_0611 LACWKB8_0005
OG0000920: Ga0061073_1292 Ga0070887_1014 Ga0072400_1014 Ga0072402_1014 Ga0072403_1014 Ga0072404_1014 Ga0133561_114 Ga0133562_114 Ga0133563_114 Ga0133564_114 Ga0225908_1014 Ga0226839_1014 Ga0226840_1014 Ga0226842_1014 Ga0226843_1014 Ga0226847_1014 Ga0226852_1014 Ga0227359_1002108 Ga0307804_114 Ga0311394_114 Ga0312303_111049 Ga0312304_114 H3R21_05355 H3R22_07230 H3R25_06260 H3T43_03930 H3T47_01990 H3T48_02215 H3U49_06835 LACWKB10_0610 LACWKB8_0004
OG0000922: Ga0061073_1294 Ga0070887_1012 Ga0072400_1012 Ga0072402_1012 Ga0072403_1012 Ga0072404_1012 Ga0133561_112 Ga0133562_112 Ga0133563_112 Ga0133564_112 Ga0225908_1012 Ga0226839_1012 Ga0226840_1012 Ga0226842_1012 Ga0226843_1012 Ga0226847_1012 Ga0226852_1012 Ga0227359_1002110 Ga0307804_112 Ga0311394_112 Ga0312303_111051 Ga0312304_112 H3R21_05345 H3R22_07240 H3R25_06250 H3T43_03920 H3T47_01980 H3T48_02205 H3U49_06825 LACWKB10_0608 LACWKB8_0002
OG0000923: Ga0061073_1295 Ga0070887_1011 Ga0072400_1011 Ga0072402_1011 Ga0072403_1011 Ga0072404_1011 Ga0133561_111 Ga0133562_111 Ga0133563_111 Ga0133564_111 Ga0225908_1011 Ga0226839_1011 Ga0226840_1011 Ga0226842_1011 Ga0226843_1011 Ga0226847_1011 Ga0226852_1011 Ga0227359_1002111 Ga0307804_111 Ga0311394_111 Ga0312303_111052 Ga0312304_111 H3R21_05340 H3R22_07245 H3R25_06245 H3T43_03915 H3T47_01975 H3T48_02200 H3U49_06820 LACWKB10_0607 LACWKB8_0001
OG0000925: Ga0061073_1298 Ga0070887_1316 Ga0072400_11637 Ga0072402_110108 Ga0072403_129154 Ga0072404_115110 Ga0133561_111794 Ga0133562_13155 Ga0133563_111600 Ga0133564_111932 Ga0225908_111167 Ga0226839_114129 Ga0226840_113589 Ga0226842_106449 Ga0226843_109332 Ga0226847_108361 Ga0226852_111208 Ga0227359_1002115 Ga0307804_112031 Ga0311394_112261 Ga0312303_111062 Ga0312304_112110 H3R21_05320 H3R22_07265 H3R25_06225 H3T43_03895 H3T47_01950 H3T48_02180 H3U49_06755 LACWKB10_0594 LACWKB8_1832
OG0000926: Ga0061073_1299 Ga0070887_1315 Ga0072400_11636 Ga0072402_110107 Ga0072403_129153 Ga0072404_115109 Ga0133561_111793 Ga0133562_13154 Ga0133563_111599 Ga0133564_111931 Ga0225908_111166 Ga0226839_114128 Ga0226840_113588 Ga0226842_106448 Ga0226843_109331 Ga0226847_108360 Ga0226852_111207 Ga0227359_1002116 Ga0307804_112030 Ga0311394_112260 Ga0312303_111063 Ga0312304_112109 H3R21_05315 H3R22_07270 H3R25_06220 H3T43_03890 H3T47_01945 H3T48_02175 H3U49_06750 LACWKB10_0593 LACWKB8_1831
OG0000927: Ga0061073_1300 Ga0070887_1314 Ga0072400_11635 Ga0072402_110106 Ga0072403_129152 Ga0072404_115108 Ga0133561_111792 Ga0133562_13153 Ga0133563_111598 Ga0133564_111930 Ga0225908_111165 Ga0226839_114127 Ga0226840_113587 Ga0226842_106447 Ga0226843_109330 Ga0226847_108359 Ga0226852_111206 Ga0227359_1002117 Ga0307804_112029 Ga0311394_112259 Ga0312303_111064 Ga0312304_112108 H3R21_05310 H3R22_07275 H3R25_06215 H3T43_03885 H3T47_01940 H3T48_02170 H3U49_06745 LACWKB10_0592 LACWKB8_1830
OG0000928: Ga0061073_1301 Ga0070887_1313 Ga0072400_11634 Ga0072402_110105 Ga0072403_129151 Ga0072404_115107 Ga0133561_111791 Ga0133562_13152 Ga0133563_111597 Ga0133564_111929 Ga0225908_111164 Ga0226839_114126 Ga0226840_113586 Ga0226842_106446 Ga0226843_109329 Ga0226847_108358 Ga0226852_111205 Ga0227359_1002118 Ga0307804_112028 Ga0311394_112258 Ga0312303_111065 Ga0312304_112107 H3R21_05305 H3R22_07280 H3R25_06210 H3T43_03880 H3T47_01935 H3T48_02165 H3U49_06740 LACWKB10_0591 LACWKB8_1829
OG0000929: Ga0061073_1302 Ga0070887_1312 Ga0072400_11633 Ga0072402_110104 Ga0072403_129150 Ga0072404_115106 Ga0133561_111790 Ga0133562_13151 Ga0133563_111596 Ga0133564_111928 Ga0225908_111163 Ga0226839_114125 Ga0226840_113585 Ga0226842_106445 Ga0226843_109328 Ga0226847_108357 Ga0226852_111204 Ga0227359_1002119 Ga0307804_112027 Ga0311394_112257 Ga0312303_111066 Ga0312304_112106 H3R21_05300 H3R22_07285 H3R25_06205 H3T43_03875 H3T47_01930 H3T48_02160 H3U49_06735 LACWKB10_0590 LACWKB8_1828
OG0000930: Ga0061073_1304 Ga0070887_13046 Ga0072400_11628 Ga0072402_110102 Ga0072403_129141 Ga0072404_115100 Ga0133561_111783 Ga0133562_13141 Ga0133563_111594 Ga0133564_111923 Ga0225908_111158 Ga0226839_114120 Ga0226840_113574 Ga0226842_106441 Ga0226843_109325 Ga0226847_108354 Ga0226852_111201 Ga0227359_1002124 Ga0307804_112023 Ga0311394_112253 Ga0312303_111072 Ga0312304_112102 H3R21_05290 H3R22_07340 H3R25_06195 H3T43_03850 H3T47_01905 H3T48_02150 H3U49_06685 LACWKB10_0585 LACWKB8_1823
OG0000931: Ga0061073_1306 Ga0070887_13044 Ga0072400_11627 Ga0072402_110100 Ga0072403_129139 Ga0072404_11598 Ga0133561_111782 Ga0133562_13139 Ga0133563_111592 Ga0133564_111921 Ga0225908_111156 Ga0226839_114118 Ga0226840_113572 Ga0226842_106439 Ga0226843_109324 Ga0226847_108353 Ga0226852_111199 Ga0227359_1002126 Ga0307804_112021 Ga0311394_112250 Ga0312303_111074 Ga0312304_112100 H3R21_05280 H3R22_07350 H3R25_06185 H3T43_03840 H3T47_01900 H3T48_02140 H3U49_06675 LACWKB10_0583 LACWKB8_1822
OG0000932: Ga0061073_1308 Ga0070887_13042 Ga0072400_11625 Ga0072402_11098 Ga0072403_129137 Ga0072404_11596 Ga0133561_111780 Ga0133562_13137 Ga0133563_111590 Ga0133564_111919 Ga0225908_111154 Ga0226839_114116 Ga0226840_113570 Ga0226842_106437 Ga0226843_109323 Ga0226847_108352 Ga0226852_111198 Ga0227359_1002128 Ga0307804_112019 Ga0311394_112248 Ga0312303_111076 Ga0312304_112098 H3R21_05270 H3R22_07360 H3R25_06175 H3T43_03830 H3T47_01890 H3T48_02130 H3U49_06665 LACWKB10_0581 LACWKB8_1820
OG0000933: Ga0061073_1309 Ga0070887_13041 Ga0072400_11624 Ga0072402_11097 Ga0072403_129136 Ga0072404_11595 Ga0133561_111779 Ga0133562_13136 Ga0133563_111589 Ga0133564_111918 Ga0225908_111153 Ga0226839_114115 Ga0226840_113569 Ga0226842_106436 Ga0226843_109322 Ga0226847_108351 Ga0226852_111197 Ga0227359_1002129 Ga0307804_112018 Ga0311394_112247 Ga0312303_111077 Ga0312304_112097 H3R21_05265 H3R22_07365 H3R25_06170 H3T43_03825 H3T47_01885 H3T48_02125 H3U49_06660 LACWKB10_0580 LACWKB8_1819
OG0000934: Ga0061073_1310 Ga0070887_13040 Ga0072400_11623 Ga0072402_11096 Ga0072403_129135 Ga0072404_11594 Ga0133561_111778 Ga0133562_13135 Ga0133563_111588 Ga0133564_111917 Ga0225908_111152 Ga0226839_114114 Ga0226840_113568 Ga0226842_106435 Ga0226843_109321 Ga0226847_108350 Ga0226852_111196 Ga0227359_1002130 Ga0307804_112017 Ga0311394_112246 Ga0312303_111078 Ga0312304_112096 H3R21_05260 H3R22_07370 H3R25_06165 H3T43_03820 H3T47_01880 H3T48_02120 H3U49_06655 LACWKB10_0579 LACWKB8_1818
